,Time,Axial_Vibration_G,Torsional_Vibration_RPM,Whirl_Lateral_G
42,0.042,0.24329954359805597,14.199999999999996,2.5664329229316102e-05
43,0.043000000000000003,-0.6395526720127531,14.299999999999997,2.6311430228967414e-05
44,0.044,-0.8609718201604895,14.399999999999999,2.695820332444279e-05
45,0.045,-0.05738376099224654,14.5,2.7604495814370784e-05
46,0.046,-0.5184159380937592,14.600000000000001,2.8250153768488196e-05
47,0.047,-0.15235216298206067,14.699999999999996,2.8895022053000397e-05
48,0.048,-0.44466459944964476,14.799999999999997,2.9538944356446294e-05
49,0.049,-0.292651997283849,14.899999999999999,3.018176321606639e-05
50,0.05,-0.17662074767877511,15.0,3.082332004467224e-05
51,0.051000000000000004,-0.33463202136745973,15.100000000000001,3.146345515801647e-05
52,0.052000000000000005,-0.3904988415013148,15.199999999999996,3.210200780265775e-05
53,0.053,-0.7909186048806337,15.299999999999997,3.273881618432365e-05
54,0.054,-0.6789404736533855,15.399999999999999,3.337371749676298e-05
55,0.055,-0.6967116710566993,15.5,3.4006547951090175e-05
56,0.056,-1.2797024504104475,15.600000000000001,3.463714280561675e-05
57,0.057,-0.8305217882490809,15.700000000000003,3.526533639616518e-05
58,0.058,-0.74722294816501,15.799999999999997,3.589096216686651e-05
59,0.059000000000000004,-0.611155281030767,15.899999999999999,3.651385270143469e-05
60,0.06,-1.1147929178671836,16.0,3.7133839754916305e-05
61,0.061,-1.2169277834241117,16.1,3.7750754285911484e-05
62,0.062,-1.172697989578967,16.200000000000003,3.836442648926324e-05
63,0.063,-1.8153910077149682,16.299999999999997,3.897468582921003e-05
64,0.064,-1.5485243722123951,16.4,3.958136107300034e-05
65,0.065,-1.2384648071482893,16.5,4.018428032496138e-05
66,0.066,-1.1234517188379993,16.6,4.0783271061021765e-05
67,0.067,-1.2913412887297617,16.700000000000003,4.137816016368199e-05
68,0.068,-0.9719147387233247,16.799999999999997,4.196877395742659e-05
69,0.069,-1.8107289173391328,16.9,4.255493824457814e-05
70,0.07,-1.1046722234482589,17.0,4.313647834158229e-05
71,0.07100000000000001,-1.386495335523035,17.1,4.3713219115724866e-05
72,0.07200000000000001,-1.955127869582028,17.200000000000003,4.428498502227169e-05
73,0.073,-2.0472819602200056,17.300000000000004,4.485160014202794e-05
74,0.074,-1.7565472022616475,17.4,4.5412888219311454e-05
75,0.075,-1.0498785227853507,17.5,4.596867270033529e-05
76,0.076,-1.5427894103163413,17.6,4.651877677199066e-05
77,0.077,-1.5416308724540342,17.700000000000003,4.7063023401031194e-05
78,0.078,-0.704057120830224,17.800000000000004,4.7601235373643414e-05
79,0.079,-0.9236769084412145,17.9,4.813323533540663e-05
80,0.08,-0.9291283457765264,18.0,4.865884583163054e-05
81,0.081,-0.22530068940125136,18.1,4.9177889348063936e-05
82,0.082,0.7785101514238595,18.200000000000003,4.9690188351972826e-05
83,0.083,0.5940865723724598,18.299999999999997,5.0195565333575813e-05
84,0.084,0.08667279983246695,18.4,5.069384284783375e-05
85,0.085,0.060269579441947885,18.5,5.1184843556585223e-05
86,0.08600000000000001,0.9271955444002372,18.6,5.166839027102111e-05
87,0.08700000000000001,0.6552389273096825,18.700000000000003,5.2144305994490625e-05
88,0.088,0.7459536189890972,18.799999999999997,5.2612413965634236e-05
89,0.089,1.1069668041820235,18.9,5.3072537701830085e-05
90,0.09,1.6777719212526911,19.0,5.352450104295338e-05
91,0.091,0.8549342721509645,19.099999999999994,5.396812819543697e-05
92,0.092,1.6461624578145455,19.199999999999996,5.440324377662431e-05
93,0.093,1.4725791789718046,19.299999999999997,5.482967285941113e-05
94,0.094,1.9908552563275943,19.4,5.524724101716277e-05
95,0.095,0.758182439249076,19.5,5.565577436890285e-05
96,0.096,1.5342993955062236,19.599999999999994,5.605509962476249e-05
97,0.097,2.3257003199645774,19.700000000000003,5.644504413168289e-05
98,0.098,2.085145712750976,19.799999999999997,5.6825435919360246e-05
99,0.099,2.3754888893471415,19.9,5.71961037464299e-05
100,0.1,1.2640345689860588,20.0,5.7556877146871523e-05
101,0.101,0.8125640386712512,20.099999999999994,5.79075864766369e-05
102,0.10200000000000001,1.5975345478894485,20.199999999999996,5.8248062960481564e-05
103,0.10300000000000001,0.7030866948308614,20.299999999999997,5.8578138738997986e-05
104,0.10400000000000001,0.612726123742209,20.400000000000006,5.8897646915837904e-05
105,0.105,0.08646272662405163,20.5,5.920642160511219e-05
106,0.106,0.6995402863015283,20.6,5.950429797896385e-05
107,0.107,0.8788467617789703,20.699999999999996,5.9791112315299426e-05
108,0.108,0.5317104013473575,20.799999999999997,6.0066702045671004e-05
109,0.109,0.7796727318415433,20.9,6.033090580329915e-05
110,0.11,0.16853489752665723,21.0,6.058356347122516e-05
111,0.111,0.9509985697414225,21.1,6.082451623058334e-05
112,0.112,0.12761602070622674,21.199999999999996,6.105360660898396e-05
113,0.113,0.501696613420472,21.299999999999997,6.127067852899184e-05
114,0.114,-0.05844757639246334,21.4,6.147557735669669e-05
115,0.115,0.5302972247602089,21.5,6.16681499503598e-05
116,0.116,-0.1324218689378207,21.6,6.184824470912465e-05
117,0.117,0.2649086648917956,21.700000000000003,6.201571162178827e-05
118,0.11800000000000001,0.11290859475411186,21.799999999999997,6.217040231561166e-05
119,0.11900000000000001,0.72291555383648,21.9,6.231217010516746e-05
120,0.12,0.5027753532852124,22.0,6.244087004120823e-05
121,0.121,-0.03604509837662412,22.1,6.255635895954505e-05
122,0.122,0.3814237797741601,22.200000000000003,6.265849552992503e-05
123,0.123,0.35292418806437315,22.299999999999997,6.274714030489906e-05
124,0.124,-0.09103649168566096,22.4,6.282215576866036e-05
125,0.125,1.0870280212945351,22.5,6.288340638585327e-05
126,0.126,0.3839764832720841,22.6,6.293075865032832e-05
127,0.127,-0.16869442147548827,22.700000000000003,6.29640811338416e-05
128,0.128,-0.08526079461369196,22.799999999999997,6.298324453468218e-05
129,0.129,-0.6258071295859371,22.9,6.298812172621173e-05
130,0.13,-0.36665246160316695,23.0,6.297858780531388e-05
131,0.131,-0.27318043130229785,23.1,6.295452014072904e-05
132,0.132,0.005704462895703977,23.200000000000003,6.291579842127372e-05
133,0.133,-0.16470087548663892,23.299999999999997,6.286230470392302e-05
134,0.134,-0.19633879975666438,23.4,6.279392346174871e-05
135,0.135,-0.5861459055790008,23.5,6.271054163169826e-05
136,0.136,0.69073890678998,23.6,6.261204866220503e-05
137,0.137,-1.1457309838697425,23.700000000000003,6.249833656061036e-05
138,0.138,-0.8895616297750238,23.800000000000004,6.236929994039259e-05
139,0.139,-0.1345068018631398,23.9,6.222483606818683e-05
140,0.14,-0.7843297257875864,24.0,6.206484491057852e-05
141,0.14100000000000001,0.0235686374809706,24.1,6.188922918066695e-05
142,0.14200000000000002,-0.9046346059709964,24.200000000000003,6.169789438437486e-05
143,0.14300000000000002,-0.6117902317896621,24.300000000000004,6.149074886650124e-05
144,0.14400000000000002,-0.44930957941542116,24.4,6.126770385649636e-05
145,0.145,-0.8985946105953244,24.5,6.102867351395118e-05
146,0.146,-1.3363854721085489,24.6,6.077357497378344e-05
147,0.147,-1.0607503010931747,24.700000000000003,6.0502328391112125e-05
148,0.148,-1.2968590552846624,24.800000000000004,6.021485698580109e-05
149,0.149,-1.0034831923691039,24.900000000000006,5.991108708666647e-05
150,0.15,-1.1155737968038928,25.0,5.959094817532358e-05
151,0.151,-1.428976002840097,25.1,5.925437292967168e-05
152,0.152,-1.2437693087520503,25.200000000000003,5.890129726699572e-05
153,0.153,-1.7128202079767056,25.300000000000004,5.8531660386671047e-05
154,0.154,-1.649096440270745,25.400000000000006,5.814540481246511e-05
155,0.155,-1.5925789748034942,25.5,5.7742476434412495e-05
156,0.156,-2.170798394137665,25.6,5.732282455025904e-05
157,0.157,-1.556749269557868,25.700000000000003,5.688640190645484e-05
158,0.158,-1.1415698868756854,25.800000000000004,5.643316473868678e-05
159,0.159,-1.184048703195704,25.900000000000006,5.596307281193406e-05
160,0.16,-1.1053869992704388,26.0,5.547608946003733e-05
161,0.161,-1.6443054126117393,26.099999999999994,5.497218162476104e-05
162,0.162,-0.4530049679658409,26.200000000000003,5.44513198943453e-05
163,0.163,-0.9286390508257967,26.300000000000004,5.391347854152204e-05
164,0.164,-1.1855282521286443,26.400000000000006,5.3358635560992825e-05
165,0.165,-0.5942251065352187,26.5,5.278677270634925e-05
166,0.166,-0.5994166857220624,26.6,5.219787552642056e-05
167,0.167,-0.7026912492333166,26.700000000000003,5.159193340104153e-05
168,0.168,0.7711344263703035,26.800000000000004,5.096893957622144e-05
169,0.169,0.9866026979806277,26.900000000000006,5.0328891198703434e-05
170,0.17,1.479019178045231,27.000000000000007,4.967178934989995e-05
171,0.171,1.319025885001502,27.1,4.899763907919219e-05
172,0.17200000000000001,1.569413951926435,27.200000000000003,4.830644943657801e-05
173,0.17300000000000001,1.4611408740697955,27.300000000000004,4.7598233504658576e-05
174,0.17400000000000002,2.2297654807279153,27.400000000000006,4.6873008429946055e-05
175,0.17500000000000002,0.599687902193506,27.5,4.61307954534834e-05
176,0.176,1.6023547449593758,27.599999999999994,4.5371619940761544e-05
177,0.177,1.3404963161252106,27.699999999999996,4.45955114109185e-05
178,0.178,1.993135982464719,27.799999999999997,4.3802503565213574e-05
179,0.179,2.044360547037536,27.9,4.29926343147557e-05
180,0.18,2.5876691751680045,28.0,4.216594580748097e-05
181,0.181,1.9758082073378664,28.099999999999994,4.1322484454360805e-05
182,0.182,1.8333501047309915,28.2,4.0462300954831185e-05
183,0.183,1.4760812258698268,28.3,3.9585450321428504e-05
184,0.184,0.26484748884503484,28.4,3.8691991903622646e-05
185,0.185,0.5068665635513235,28.500000000000007,3.778198941082888e-05
186,0.186,1.1970078126676138,28.6,3.685551093459432e-05
187,0.187,-0.017911112128411455,28.7,3.591262896993856e-05
188,0.188,1.2334387456205764,28.8,3.495342043584276e-05
189,0.189,0.9859254445126155,28.9,3.397796669487181e-05
190,0.19,1.0474797301193666,28.999999999999993,3.2986353571916996e-05
191,0.191,1.5822121587042874,29.1,3.1978671372051016e-05
192,0.192,0.9143744160649345,29.2,3.095501489747934e-05
193,0.193,0.14577601044592636,29.3,2.991548346357926e-05
194,0.194,0.8260899036199165,29.400000000000006,2.8860180914013704e-05
195,0.195,0.6907305492414293,29.5,2.7789215634909188e-05
196,0.196,-0.16501535766785547,29.6,2.6702700568085707e-05
197,0.197,0.4244219700880204,29.7,2.5600753223329522e-05
198,0.198,0.49218287007692324,29.8,2.4483495689694385e-05
199,0.199,0.1344374183150755,29.900000000000006,2.335105464582417e-05
200,0.2,0.4824974453702747,30.0,2.2203561369284293e-05
201,0.201,0.5931336948470387,30.1,2.1041151744889997e-05
202,0.202,-0.15360231566521299,30.200000000000003,1.9863966272025273e-05
203,0.203,0.41704377798158493,30.3,1.8672150070936957e-05
204,0.20400000000000001,0.42061990850626574,30.399999999999995,1.7465852887998656e-05
205,0.20500000000000002,0.7160275131176502,30.5,1.624522909993118e-05
206,0.20600000000000002,0.06840642603520239,30.6,1.5010437716971593e-05
207,0.20700000000000002,-0.6801113522962849,30.700000000000003,1.3761642384980361e-05
208,0.20800000000000002,0.4011732395117833,30.800000000000008,1.249901138647838e-05
209,0.209,-0.2635341298562984,30.900000000000002,1.1222717640602393e-05
210,0.21,0.028601329626576327,30.999999999999996,9.932938701972644e-06
211,0.211,-0.06736598809047081,31.099999999999998,8.629856758461309e-06
212,0.212,0.30630179403047036,31.199999999999996,7.3136586278547e-06
213,0.213,0.6385009374270176,31.299999999999997,5.984535753400058e-06
214,0.214,-0.25312958765140836,31.400000000000002,4.642684198228265e-06
215,0.215,-0.43649821735082484,31.499999999999996,3.2883046386456204e-06
216,0.216,-0.07511964606360533,31.599999999999998,1.921602356285299e-06
217,0.217,-0.39009362264467945,31.699999999999996,5.42787229111752e-07
218,0.218,-0.14418608378137282,31.799999999999997,-8.479262787297482e-07
219,0.219,-0.6992841473996231,31.9,-2.2503191282257087e-06
220,0.22,-1.4165502573035993,31.999999999999996,-3.6641677179761188e-06
221,0.221,-0.8417064682844265,32.099999999999994,-5.089243897852478e-06
222,0.222,-0.46255771625334136,32.199999999999996,-6.5253149838379196e-06
223,0.223,-1.1597290827129514,32.300000000000004,-7.972143774056844e-06
224,0.224,-0.20390136639586565,32.4,-9.429488565999803e-06
225,0.225,-0.10508874185347894,32.5,-1.089710317494898e-05
226,0.226,-1.3491417711441545,32.599999999999994,-1.2374736953611437e-05
227,0.227,-1.1407876267505253,32.7,-1.3862134812963509e-05
228,0.228,-0.632498776266963,32.800000000000004,-1.5359037244314017e-05
229,0.229,-0.8219873217326729,32.9,-1.686518034258882e-05
230,0.23,-1.135374499640262,33.0,-1.8380295830843434e-05
231,0.231,-0.9641036018454181,33.099999999999994,-1.9904111086006653e-05
232,0.232,-1.6623490402668015,33.2,-2.1436349165861103e-05
233,0.233,-1.0623745587615645,33.3,-2.297672883726204e-05
234,0.234,-1.1924002321080696,33.4,-2.4524964605601823e-05
235,0.23500000000000001,-0.9756179970511571,33.5,-2.608076674551921e-05
236,0.23600000000000002,-1.1889101369465247,33.599999999999994,-2.7643841332860143e-05
237,0.23700000000000002,-1.5526156199506826,33.7,-2.9213890277891887e-05
238,0.23800000000000002,-1.356643192651523,33.8,-3.0790611359771064e-05
239,0.23900000000000002,-1.8928045142117536,33.9,-3.237369826227173e-05
240,0.24,-1.346488334117846,34.0,-3.396284061077216e-05
241,0.241,-1.9774221397102258,34.099999999999994,-3.5557724010504224e-05
242,0.242,-1.4860723155091986,34.2,-3.71580300860655e-05
243,0.243,-1.192726163888751,34.3,-3.876343652219649e-05
244,0.244,-0.7785971531818007,34.4,-4.03736171058222e-05
245,0.245,-0.46540261101137737,34.5,-4.1988241769362334e-05
246,0.246,-0.6773867727167191,34.6,-4.360697663530434e-05
247,0.247,-0.3350811375759712,34.7,-4.522948406204526e-05
248,0.248,-0.16249598181839714,34.8,-4.685542269100053e-05
249,0.249,-0.4913416004914511,34.9,-4.848444749497478e-05
250,0.25,-0.18570252876206692,35.0,-5.0116209827801624e-05
251,0.251,0.2884888571696289,35.1,-5.175035747524333e-05
252,0.252,0.4875137773461234,35.2,-5.338653470715525e-05
253,0.253,0.5933236508747887,35.3,-5.5024382330908924e-05
254,0.254,0.8580074711893684,35.4,-5.6663537746073456e-05
255,0.255,1.3520755217350895,35.5,-5.830363500035314e-05
256,0.256,1.3967074719076618,35.6,-5.994430484677755e-05
257,0.257,2.582992240610002,35.7,-6.15851748021403e-05
258,0.258,1.460698984442929,35.8,-6.322586920668768e-05
259,0.259,1.5418253158775657,35.900000000000006,-6.486600928504524e-05
260,0.26,1.4440623174751108,36.0,-6.650521320838643e-05
261,0.261,2.055814175812672,36.1,-6.814309615783544e-05
262,0.262,0.9183949456781126,36.2,-6.977927038909605e-05
263,0.263,1.7798773408074853,36.3,-7.141334529831002e-05
264,0.264,2.213214289676911,36.400000000000006,-7.304492748913043e-05
265,0.265,1.258519999899694,36.5,-7.467362084101092e-05
266,0.266,1.80580564007363,36.6,-7.629902657870066e-05
267,0.267,1.3100064850733233,36.7,-7.792074334294221e-05
268,0.268,0.9916165311087459,36.8,-7.953836726236059e-05
269,0.269,1.2568448419139817,36.900000000000006,-8.115149202654423e-05
270,0.27,0.8743812470760696,37.0,-8.275970896029959e-05
271,0.271,0.785173154602113,37.1,-8.436260709908498e-05
272,0.272,0.6312700271636236,37.2,-8.595977326560108e-05
273,0.273,1.940314154440074,37.3,-8.755079214754241e-05
274,0.274,0.5228937780237882,37.400000000000006,-8.913524637649488e-05
275,0.275,0.745768086301455,37.5,-9.071271660796738e-05
276,0.276,0.7026494583846054,37.6,-9.228278160255582e-05
277,0.277,0.4820200128230373,37.7,-9.384501830822366e-05
278,0.278,1.205951558424849,37.800000000000004,-9.53990019436914e-05
279,0.279,0.6062803694027206,37.900000000000006,-9.69443060829215e-05
280,0.28,0.46435931071840975,38.0,-9.848050274069613e-05
281,0.281,0.0278715130537176,38.1,-0.00010000716245926228
282,0.28200000000000003,0.47880097992725706,38.2,-0.00010152385439604954
283,0.28300000000000003,0.1668494318995683,38.300000000000004,-0.00010303014641243332
284,0.28400000000000003,0.40062444954703824,38.400000000000006,-0.00010452560516354221
285,0.28500000000000003,1.0233404591367288,38.5,-0.0001060097961890935
286,0.28600000000000003,0.610777902025021,38.6,-0.00010748228400523797
287,0.28700000000000003,0.2989498061255808,38.7,-0.0001089426321974139
288,0.28800000000000003,0.5348806929661837,38.800000000000004,-0.0001103904035141803
289,0.289,0.08997017334174438,38.9,-0.00011182515996203087
290,0.29,-0.8869045267605109,39.0,-0.00011324646290116416
291,0.291,0.21215440026574534,39.099999999999994,-0.00011465387314219795
292,0.292,-0.8631523539348955,39.2,-0.00011604695104381459
293,0.293,0.28251305993600984,39.3,-0.00011742525661132254
294,0.294,-0.6398757408111442,39.4,-0.00011878834959610989
295,0.295,-0.006566917021563284,39.5,-0.0001201357895959917
296,0.296,0.04248072225271915,39.599999999999994,-0.0001214671361564113
297,0.297,-0.7509591932702252,39.7,-0.00012278194887249932
298,0.298,-0.15153893062592697,39.8,-0.0001240797874919653
299,0.299,-0.006635661595681852,39.9,-0.0001253602120187979
300,0.3,-0.31043848460936946,40.0,-0.0001266227828177702
301,0.301,-0.6080666961534821,40.099999999999994,-0.00012786706071971903
302,0.302,-0.6445808283532256,40.2,-0.00012909260712758828
303,0.303,-0.32391924351266776,40.3,-0.00013029898412321203
304,0.304,-0.5967420563859155,40.4,-0.00013148575457482459
305,0.305,-1.0096932182269514,40.5,-0.00013265248224526773
306,0.306,-0.5297507591003255,40.599999999999994,-0.00013379873190089205
307,0.307,-0.17755838525735723,40.7,-0.00013492406942111046
308,0.308,-0.230571742721484,40.8,-0.00013602806190860442
309,0.309,-0.5587768280232236,40.9,-0.0001371102778001524
310,0.31,-0.3061753225151088,41.0,-0.00013817028697805226
311,0.311,-0.4543679431067611,41.1,-0.00013920766088213723
312,0.312,-0.9404145855430217,41.2,-0.00014022197262233727
313,0.313,-0.5217874685565036,41.3,-0.00014121279709178975
314,0.314,-0.5030473783976847,41.4,-0.00014217971108045657
315,0.315,-0.3627268167822244,41.5,-0.00014312229338923877
316,0.316,-1.8482138484342538,41.6,-0.00014404012494455515
317,0.317,-1.7849402657845086,41.7,-0.0001449327889133771
318,0.318,-1.6876192507938113,41.8,-0.00014579987081867306
319,0.319,-0.8971798377148478,41.900000000000006,-0.0001466409586552654
320,0.32,-1.5373505089148551,42.0,-0.00014745564300605284
321,0.321,-1.4714056100373318,42.10000000000001,-0.00014824351715858703
322,0.322,-1.6712017078556032,42.199999999999996,-0.0001490041772219814
323,0.323,-1.2126831850892938,42.3,-0.00014973722224410863
324,0.324,-1.5539897475447266,42.400000000000006,-0.00015044225432908728
325,0.325,-1.8198847016683588,42.5,-0.0001511188787550124
326,0.326,-1.743750565855161,42.6,-0.00015176670409191258
327,0.327,-1.8932124336782046,42.7,-0.0001523853423199079
328,0.328,-1.3455283469695445,42.8,-0.00015297440894753925
329,0.329,-1.7375397414726184,42.900000000000006,-0.00015353352313024477
330,0.33,-1.4116670202206696,43.0,-0.00015406230778895947
331,0.331,0.0034606084796485748,43.10000000000001,-0.00015456038972880138
332,0.332,-0.4734965833101129,43.199999999999996,-0.0001550273997578285
333,0.333,-0.05634154923841472,43.3,-0.00015546297280583682
334,0.334,0.6367555319401907,43.400000000000006,-0.0001558667480431583
335,0.335,0.11608321883850603,43.5,-0.00015623836899945765
336,0.336,0.7419431012046465,43.6,-0.00015657748368246626
337,0.337,0.9962933688424664,43.7,-0.00015688374469665834
338,0.338,1.1507179004532415,43.8,-0.00015715680936181556
339,0.339,0.9098454246597429,43.900000000000006,-0.00015739633983146396
340,0.34,0.8488963983991006,44.00000000000001,-0.0001576020032111489
341,0.341,1.854728801060567,44.099999999999994,-0.00015777347167652823
342,0.342,1.1526842215942659,44.2,-0.0001579104225912345
343,0.343,1.3709257463027353,44.300000000000004,-0.0001580125386245051
344,0.34400000000000003,1.9424242967402168,44.400000000000006,-0.0001580795078685194
345,0.34500000000000003,1.3653416837051886,44.5,-0.00015811102395543928
346,0.34600000000000003,2.094888820777595,44.6,-0.00015810678617411177
347,0.34700000000000003,1.9047213464195611,44.7,-0.00015806649958639425
348,0.34800000000000003,0.9535121404793847,44.800000000000004,-0.0001579898751430952
349,0.34900000000000003,0.7697721682118511,44.900000000000006,-0.00015787662979947607
350,0.35000000000000003,1.1954753262861595,45.0,-0.0001577264866302983
351,0.35100000000000003,1.6259950223341946,45.1,-0.00015753917494438135
352,0.352,1.2522495381122758,45.19999999999999,-0.00015731443039863593
353,0.353,0.9725755763588588,45.3,-0.0001570519951115474
354,0.354,0.9776289735985687,45.4,-0.00015675161777608
355,0.355,0.34473442818952504,45.5,-0.00015641305377195664
356,0.356,1.3394997966909228,45.599999999999994,-0.00015603606527730027
357,0.357,0.5658719770368859,45.7,-0.0001556204213796008
358,0.358,0.47763228743174935,45.8,-0.00015516589818595998
359,0.359,0.9622108558258601,45.9,-0.00015467227893261088
360,0.36,1.1348145207420302,46.0,-0.00015413935409365148
361,0.361,1.2187128676035854,46.10000000000001,-0.00015356692148898375
362,0.362,0.029192529829799863,46.199999999999996,-0.00015295478639141096
363,0.363,0.4440488510794418,46.3,-0.00015230276163286698
364,0.364,0.37374313050367414,46.4,-0.00015161066770974702
365,0.365,0.4146310855768356,46.5,-0.0001508783328873049
366,0.366,0.29636528536824325,46.6,-0.00015010559330308357
367,0.367,0.23032853219912489,46.7,-0.00014929229306935435
368,0.368,0.07434515027343214,46.8,-0.0001484382843745194
369,0.369,-0.1604730648053505,46.9,-0.00014754342758345872
370,0.37,0.17300264158189788,47.00000000000001,-0.00014660759133678432
371,0.371,0.07698498806933102,47.099999999999994,-0.0001456306526489621
372,0.372,0.5880256111137234,47.2,-0.0001446124970052836
373,0.373,-0.38171825369925105,47.3,-0.00014355301845764214
374,0.374,0.6105751737001421,47.4,-0.00014245211971909024
375,0.375,0.4559027258064059,47.5,-0.00014130971225713974
376,0.376,-0.4654983206278722,47.6,-0.00014012571638577853
377,0.377,-0.5330114106980818,47.7,-0.00013890006135616498
378,0.378,-0.18540232757439187,47.8,-0.0001376326854459767
379,0.379,-0.4764170074399277,47.900000000000006,-0.00013632353604737022
380,0.38,0.4008803878607873,47.99999999999999,-0.00013497256975353447
381,0.381,0.2844699824849866,48.1,-0.00013357975244378896
382,0.382,0.10616226441689391,48.2,-0.00013214505936721163
383,0.383,-0.19948231874618588,48.3,-0.00013066847522475456
384,0.384,-0.1531251564866532,48.4,-0.0001291499942498156
385,0.385,0.4374429446692901,48.5,-0.00012758962028724274
386,0.386,-0.8419547275516137,48.6,-0.00012598736687073096
387,0.387,0.01326832184527632,48.7,-0.00012434325729858615
388,0.388,0.02298612955107493,48.800000000000004,-0.00012265732470782096
389,0.389,0.13380607148762258,48.89999999999999,-0.00012092961214655767
390,0.39,-0.6024830968974181,49.0,-0.00011916017264469778
391,0.391,-1.092583588555505,49.1,-0.00011734906928284085
392,0.392,-0.3494873787284353,49.2,-0.00011549637525940675
393,0.393,-0.41364050947751957,49.3,-0.00011360217395594492
394,0.394,-0.9047706995484985,49.400000000000006,-0.00011166655900059463
395,0.395,-0.5623305672989081,49.5,-0.00010968963432966205
396,0.396,-1.5556165010571976,49.6,-0.00010767151424729513
397,0.397,-0.689518911909847,49.7,-0.00010561232348321583
398,0.398,-1.0589746284353174,49.80000000000001,-0.00010351219724848823
399,0.399,-1.5176027988524194,49.9,-0.00010137128128929102
400,0.4,-1.3899783258754088,50.0,-9.918973193866308e-05
401,0.401,-1.8631916858367856,50.1,-9.696771616619783e-05
402,0.402,-1.2290380974424635,50.2,-9.47054116256586e-05
403,0.403,-1.3948598793784066,50.300000000000004,-9.240300670047762e-05
404,0.404,-1.786010627656864,50.400000000000006,-9.006070054712677e-05
405,0.405,-2.013181186235598,50.5,-8.767870313631928e-05
406,0.406,-1.3461625395297674,50.6,-8.525723529201825e-05
407,0.40700000000000003,-1.715414345669717,50.70000000000001,-8.279652872823409e-05
408,0.40800000000000003,-1.1970244270031551,50.8,-8.029682608356804e-05
409,0.40900000000000003,-2.0845400634827085,50.900000000000006,-7.775838095349344e-05
410,0.41000000000000003,-2.380536063441827,51.0,-7.518145792033358e-05
411,0.41100000000000003,-1.6258416537616576,51.1,-7.256633258092216e-05
412,0.41200000000000003,-1.0341263200050743,51.2,-6.991329157191315e-05
413,0.41300000000000003,-1.0044374392174833,51.300000000000004,-6.722263259271995e-05
414,0.41400000000000003,-0.7995947016641435,51.400000000000006,-6.449466442605741e-05
415,0.41500000000000004,-0.22096308609336138,51.5,-6.172970695606405e-05
416,0.41600000000000004,-0.7914240594274082,51.60000000000001,-5.892809118397818e-05
417,0.417,0.023841933473773565,51.699999999999996,-5.609015924134663e-05
